"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","response","stimulus","timeout","failed_images","failed_audio","failed_video","trial_phase","repeated","correct","choice_images","correct_image","choice","slider_start"
"","null","html-keyboard-response","26","2.0.0","52897","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","27","2.0.0","54901","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Spadlock2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","28","2.0.0","55402","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","29","2.0.0","57405","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Emedal2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","30","2.0.0","57907","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","677","image-keyboard-response","31","2.0.0","59909","pg0hzpvg3xz","seal"," ","stimuli\STATE\USED\Srhino1.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","32","2.0.0","60410","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","33","2.0.0","62412","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ebunny2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","34","2.0.0","62915","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","35","2.0.0","64918","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ewineglass1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","36","2.0.0","65420","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","37","2.0.0","67423","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Spiggybank2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","38","2.0.0","67924","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","39","2.0.0","69927","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sboxwhite1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","40","2.0.0","70429","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","41","2.0.0","72431","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sgiftbox1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","42","2.0.0","72933","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","43","2.0.0","74935","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Seggplant2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","44","2.0.0","75436","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","45","2.0.0","77438","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Egame2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","46","2.0.0","77941","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","47","2.0.0","79944","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sboxwhite1.jpg","","","","","Memory","true","null","","","",""
"","null","html-keyboard-response","48","2.0.0","80445","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","49","2.0.0","82449","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Eremote1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","50","2.0.0","82950","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","51","2.0.0","84952","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sbureau2.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","52","2.0.0","85454","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","53","2.0.0","87456","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Eglobe2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","54","2.0.0","87957","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","55","2.0.0","89960","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Etrain1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","56","2.0.0","90462","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","57","2.0.0","92464","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Spatiotable2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","58","2.0.0","92967","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","59","2.0.0","94970","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Eturtle2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","60","2.0.0","95472","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","651","image-keyboard-response","61","2.0.0","97475","pg0hzpvg3xz","seal"," ","stimuli\EXEMPLAR\USED\Eglobe2.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","62","2.0.0","97977","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","63","2.0.0","99980","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Echocolatebar1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","64","2.0.0","100482","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","65","2.0.0","102484","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sbox2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","66","2.0.0","102987","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","67","2.0.0","104989","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ebracelet1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","68","2.0.0","105491","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","69","2.0.0","107494","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ehorn2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","70","2.0.0","107997","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","71","2.0.0","110000","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sdishes1.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","72","2.0.0","110502","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","73","2.0.0","112505","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Snapkins1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","74","2.0.0","113006","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","75","2.0.0","115009","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Spie1.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","76","2.0.0","115511","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","77","2.0.0","117514","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sapplesgreenbasket2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","78","2.0.0","118017","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","79","2.0.0","120019","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sscales2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","80","2.0.0","120522","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","81","2.0.0","122524","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sscissors1.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","82","2.0.0","123026","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","83","2.0.0","125030","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Emuffin2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","84","2.0.0","125532","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","834","image-keyboard-response","85","2.0.0","127535","pg0hzpvg3xz","seal"," ","stimuli\STATE\USED\Sapplesgreenbasket2.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","86","2.0.0","128037","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","87","2.0.0","130040","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Slaptop1.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","88","2.0.0","130542","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","89","2.0.0","132546","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Eicecream2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","90","2.0.0","133047","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","91","2.0.0","135049","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Etoyplane2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","92","2.0.0","135551","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","93","2.0.0","137553","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Eguitar2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","94","2.0.0","138055","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","95","2.0.0","140058","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sdoughhands2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","96","2.0.0","140560","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","97","2.0.0","142563","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ebinoculars2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","98","2.0.0","143065","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","99","2.0.0","145068","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sbooks2.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","100","2.0.0","145569","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","676","image-keyboard-response","101","2.0.0","147571","pg0hzpvg3xz","seal"," ","stimuli\EXEMPLAR\USED\Eguitar2.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","102","2.0.0","148074","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","103","2.0.0","150077","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Epiano2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","104","2.0.0","150579","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","105","2.0.0","152582","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Etongs2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","106","2.0.0","153085","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","1507","html-button-response","107","2.0.0","154594","pg0hzpvg3xz","seal","0","Are you still there?","","","","","Attention Check","","","","","",""
"","null","image-keyboard-response","108","2.0.0","156597","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Smetronome2.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","109","2.0.0","157099","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","110","2.0.0","159102","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Econe2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","111","2.0.0","159603","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","710","image-keyboard-response","112","2.0.0","161606","pg0hzpvg3xz","seal"," ","stimuli\EXEMPLAR\USED\Epiano2.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","113","2.0.0","162108","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","114","2.0.0","164111","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Esantahat2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","115","2.0.0","164612","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","116","2.0.0","166614","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Etoywrench1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","117","2.0.0","167116","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","118","2.0.0","169119","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Eballoon2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","119","2.0.0","169621","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","120","2.0.0","171623","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Estarfish1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","121","2.0.0","172125","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","122","2.0.0","174128","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sdishwasher2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","123","2.0.0","174629","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","686","image-keyboard-response","124","2.0.0","176632","pg0hzpvg3xz","seal"," ","stimuli\EXEMPLAR\USED\Etoywrench1.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","125","2.0.0","177134","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","126","2.0.0","179137","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sclipboard2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","127","2.0.0","179639","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","128","2.0.0","181641","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ebonzai2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","129","2.0.0","182143","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","130","2.0.0","184145","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Stiger2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","131","2.0.0","184647","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","132","2.0.0","186648","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sseats2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","133","2.0.0","187149","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","134","2.0.0","189152","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Edinosaur2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","135","2.0.0","189654","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","136","2.0.0","191657","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Saccordionsmall2.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","137","2.0.0","192159","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","138","2.0.0","194162","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Stiger2.jpg","","","","","Memory","true","null","","","",""
"","null","html-keyboard-response","139","2.0.0","194664","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","140","2.0.0","196667","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sbreadslice1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","141","2.0.0","197169","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","142","2.0.0","199172","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sskull1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","143","2.0.0","199674","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","144","2.0.0","201676","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Speppers1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","145","2.0.0","202178","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","146","2.0.0","204180","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Esuitcase2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","147","2.0.0","204682","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","659","image-keyboard-response","148","2.0.0","206685","pg0hzpvg3xz","seal"," ","stimuli\STATE\USED\Sbreadslice1.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","149","2.0.0","207187","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","150","2.0.0","209189","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Shandsign1.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","151","2.0.0","209691","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","152","2.0.0","211694","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Shandmirror1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","153","2.0.0","212196","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","154","2.0.0","214198","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Sdrum1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","155","2.0.0","214699","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","156","2.0.0","216702","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ebrick2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","157","2.0.0","217205","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","158","2.0.0","219208","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Eladder1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","159","2.0.0","219709","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","160","2.0.0","221711","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ecake1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","161","2.0.0","222213","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","162","2.0.0","224216","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ehelmet2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","163","2.0.0","224718","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","1095","image-keyboard-response","164","2.0.0","226721","pg0hzpvg3xz","seal"," ","stimuli\EXEMPLAR\USED\Ebrick2.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","165","2.0.0","227223","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","166","2.0.0","229226","pg0hzpvg3xz","seal","null","stimuli\STATE\USED\Spestle1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","167","2.0.0","229729","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","168","2.0.0","231731","pg0hzpvg3xz","seal","null","stimuli\EXEMPLAR\USED\Ewheelchair2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","169","2.0.0","232233","pg0hzpvg3xz","seal","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
